,star_key
1393,282.92499_48.62639
1394,289.34143_46.98824
1395,294.207_38.22345
1397,287.73755_38.11456
1398,286.11032_43.68096
1399,293.09399_42.89643
1401,289.43811_39.27036
1402,290.06049_47.16396
1403,282.97897_40.78435
1404,282.97897_40.78435
1405,282.97897_40.78435
1406,282.97897_40.78435
1407,293.35172_48.44464
1408,282.92499_48.62639
1409,292.22629_43.99531
1410,299.21317_41.42483
1412,285.37195_41.99391
1414,299.35651_41.41429
1415,295.85938_47.93951
1416,289.41107_46.13085
1417,292.64236_44.08767
1418,292.64236_44.08767
1419,292.64236_44.08767
1420,290.7084_42.23725
1421,293.35172_48.44464
1422,293.35172_48.44464
1423,295.93347_40.30057
1424,283.59668_45.40788
1425,297.25504_40.54837
1427,291.41864_39.12742
1428,296.05042_42.11324
1429,290.60114_44.55638
1430,293.1962_42.37063
1433,288.47144_40.26979
1434,292.53082_49.06171
1435,281.58292_47.23363
1436,285.25366_46.58219
1437,298.39526_47.81501
1438,295.8093_40.00851
1439,299.6517_40.54568
1440,283.71753_47.20445
1441,292.67255_46.37742
1443,290.48676_44.93262
1444,299.526_46.89926
1445,297.45215_41.55813
1446,294.86551_46.28585
1447,294.59579_45.87503
1448,288.81195_39.77066
1449,290.83313_38.18435
1450,288.81195_39.77066
1451,288.81195_39.77066
1454,297.9382_46.8814
1455,297.09067_49.62657
1456,284.4303_47.64178
1457,289.35202_46.97373
1458,298.21765_40.34102
1459,286.00674_38.00954
1460,290.32867_37.72311
1461,289.22021_41.70648
1464,297.95416_44.66748
1465,286.02518_39.63093
1466,294.74332_43.46121
1469,291.24683_44.00042
1470,290.12653_41.60108
1473,292.61411_44.39466
1474,289.07224_47.40707
1475,283.16632_45.40306
1476,300.10236_45.76214
1477,290.32867_37.72311
1478,289.02975_49.76971
1479,295.849_46.18129
1480,285.41962_39.70611
1481,285.41962_39.70611
1482,285.41962_39.70611
1484,295.03354_46.60015
1485,292.17117_40.81138
1486,281.45718_46.74647
1487,292.09824_47.94082
1488,282.03549_43.63127
1489,295.31314_46.23749
1490,284.61572_39.13104
1493,291.95099_38.2517
1494,289.86157_43.47277
1495,289.86157_43.47277
1496,289.86157_43.47277
1499,299.89651_46.05197
1500,299.89651_46.05197
1504,297.94016_40.27863
1505,291.38223_38.12747
1506,291.38223_38.12747
1508,299.66046_46.19842
1509,286.68552_47.09822
1510,286.27386_48.61871
1511,286.27386_48.61871
1512,285.21667_41.28243
1513,292.23395_41.57521
1514,294.26633_45.20431
1515,287.87939_43.36407
1516,296.97107_41.46701
1517,284.3511_40.85298
1518,292.36957_43.91081
1520,297.20154_41.73021
1521,294.70938_45.9695
1522,281.59415_42.59641
1523,295.50269_43.23279
1525,288.74994_48.27717
1526,297.29242_49.98163
1527,297.29242_49.98163
1528,300.24222_44.1414
1529,300.24222_44.1414
1531,283.29214_45.43411
1532,300.1705_43.98497
1533,290.23584_50.03009
1534,287.52963_38.89451
1535,288.83401_44.83825
1538,296.60342_44.12926
1539,291.87134_44.08738
1540,293.90057_50.42705
1541,294.56937_45.67126
1542,281.32257_48.0665
1544,291.88004_45.38793
1545,286.36746_48.42393
1546,293.67422_47.90846
1547,293.67422_47.90846
1548,287.40244_39.19073
1549,290.35815_44.51875
1550,286.97128_44.7083
1551,290.34851_50.90285
1552,290.13821_38.49118
1553,294.61481_40.83317
1555,292.77338_44.17813
1557,290.27969_41.51505
1558,294.46854_49.33102
1563,293.32242_42.86747
1564,301.34286_44.67221
1565,295.56799_42.4783
1569,297.01965_49.99738
1571,294.91156_46.49146
1572,291.08014_43.8602
1573,292.42758_37.32081
1574,285.1828_43.83108
1575,285.1828_43.83108
1576,285.1828_43.83108
1579,294.15332_46.16644
1581,286.47934_39.26996
1583,285.08655_40.899
1584,292.16858_43.77967
1585,295.10995_43.91521
1586,294.95892_38.59157
1587,291.60718_38.41039
1588,291.60718_38.41039
1589,295.1391_40.97906
1590,286.75278_49.06491
1591,287.80408_43.16896
1592,295.30255_49.58912
1594,291.04993_39.14167
1595,297.07465_39.93385
1596,296.04233_45.98514
1597,291.64624_39.39663
1599,291.11188_39.94911
1600,284.10779_44.24581
1601,292.32645_38.65758
1604,295.422_38.73569
1605,295.422_38.73569
1606,290.47452_37.7666
1607,293.1311_45.66355
1608,281.83145_42.29891
1609,292.83215_48.21936
1610,285.72079_40.85696
1611,286.75278_49.06491
1612,295.6402_40.79484
1613,292.46429_45.96829
1615,286.94415_42.58063
1616,286.37_37.55252
1617,287.94562_39.23057
1618,291.54941_44.52729
1619,281.69397_46.94645
1620,291.37744_47.21257
1621,289.1427_46.81289
1622,285.39404_38.90491
1623,298.80206_44.42035
1624,297.91974_45.27416
1625,288.66449_51.49842
1626,295.93842_49.79114
1627,295.06424_49.35899
1628,295.46338_45.81274
1629,291.7262_37.5289
1630,296.96881_47.75149
1631,296.69727_46.37171
1633,290.54364_47.72589
1634,291.11188_39.94911
1635,292.71445_44.08233
1636,287.30283_39.28969
1637,290.04327_47.25798
1638,294.94858_46.43864
1641,282.03329_44.47801
1643,292.80865_49.57944
1644,287.5849_49.15479
1646,289.40671_39.33884
1647,294.9133_41.07471
1648,296.80344_46.74115
1650,299.23694_45.8347
1651,295.30817_43.04441
1652,286.71661_47.42563
1653,296.25507_42.53022
1654,287.29251_39.38322
1656,286.67145_49.40629
1657,295.95135_43.85205
1658,296.85342_50.03735
1660,299.13617_45.86993
1661,299.13617_45.86993
1662,294.99176_40.14441
1663,291.93365_44.1155
1664,292.08478_49.23748
1665,299.96567_44.16089
1666,297.01913_44.32752
1667,289.388_50.59705
1668,289.388_50.59705
1669,291.11188_39.94911
1670,290.26535_40.54865
1671,294.13791_42.3705
1673,296.56006_46.85748
1676,289.35867_50.59848
1677,291.2431_44.00872
1678,291.2431_44.00872
1679,291.2431_44.00872
1681,290.91449_42.28658
1682,291.77164_47.5299
1683,291.6409_41.24104
1686,294.13791_42.3705
1687,294.13791_42.3705
1688,292.54752_41.64296
1689,290.95355_45.71953
1690,289.74731_39.52345
1691,296.30795_43.82135
1693,282.28439_42.15419
1694,282.14923_43.37859
1697,290.10196_48.25114
1699,295.25116_45.84297
1701,297.78659_47.88612
1702,289.84286_38.3096
1703,300.22519_43.75818
1704,288.28052_46.3409
1705,294.18927_45.15158
1706,296.72449_49.53271
1707,291.11188_39.94911
1708,296.99863_42.78196
1709,292.23242_38.89222
1711,294.52545_49.87247
1712,294.97882_46.00565
1713,293.23022_48.28137
1714,293.23022_48.28137
1715,294.56693_46.0758
1716,281.56995_47.39869
1717,281.56995_47.39869
1718,288.30869_51.47829
1719,294.51767_50.6704
1720,286.59427_37.89126
1721,292.2478_47.87845
1724,300.77875_45.11022
1725,291.81302_38.08818
1726,295.47537_45.23998
1727,288.47964_47.10177
1728,286.892_38.31855
1729,297.28549_41.30559
1730,283.10385_43.14804
1731,296.99863_42.78196
1732,284.49033_42.64829
1734,294.84003_39.08599
1737,297.65143_40.35255
1738,285.13831_45.00454
1739,295.48123_40.73198
1740,285.69199_45.68939
1741,288.61792_48.09841
1742,288.61792_48.09841
1743,289.97934_40.14283
1744,291.11188_39.94911
1745,290.43402_44.10765
1746,298.42633_47.94678
1748,283.75482_45.33518
1749,296.70724_41.20365
1752,291.09274_49.19006
1753,291.91287_40.95389
1754,293.29364_42.19635
1755,295.62659_49.13043
1756,293.21738_42.72071
1757,290.76587_38.92796
1758,293.06335_39.40345
1759,291.60449_41.30936
1760,298.08453_40.28325
1761,289.14722_45.86618
1764,288.92401_46.05763
1765,292.51398_42.65176
1768,292.76993_48.89962
1769,297.20154_41.73021
1770,293.29364_42.19635
1772,295.66287_44.52584
1774,296.85205_49.08444
1775,296.85205_49.08444
1776,285.20749_45.38435
1777,285.20749_45.38435
1780,295.24182_40.15521
1781,288.14478_51.27562
1782,292.25247_40.79272
1785,291.69955_38.14527
1786,300.61969_45.78892
1790,293.26245_41.36512
1791,285.20749_45.38435
1793,294.73282_40.15034
1795,295.164_39.20141
1796,287.85699_40.54718
1798,294.1239_48.349
1799,295.14294_49.99307
1800,285.57434_49.96227
1801,286.15015_37.41137
1802,289.03302_40.08689
1803,289.68671_41.58893
1804,296.55307_46.96629
1805,285.74298_44.85783
1806,286.6384_39.48788
1807,285.74298_44.85783
1808,280.31488_43.98571
1810,291.34259_38.36313
1811,283.8851_47.63722
1812,285.17334_48.77004
1814,294.0318_42.46884
1815,284.94098_46.56654
1816,299.41333_40.42848
1817,291.60675_42.03592
1818,282.95694_42.82562
1819,293.94116_41.5905
1820,291.34259_38.36313
1821,286.02612_44.78287
1822,286.02612_44.78287
1823,292.31512_40.83882
1824,288.20764_45.68348
1825,284.9986_50.14679
1826,291.4743_44.68351
1827,292.6904_37.93457
1828,292.90161_38.29708
1829,296.07568_45.62706
1831,288.09564_40.36597
1832,293.57394_45.38454
1833,295.5582_50.82839
1834,293.67426_45.51724
1835,291.13638_50.57594
1837,286.60416_42.44032
1839,295.06241_49.04928
1841,294.00543_46.31069
1842,286.6384_39.48788
1845,288.58835_42.60566
1846,285.40494_49.99474
1847,297.84149_46.96768
1848,295.59125_42.55524
1849,297.85938_40.32694
1850,297.04852_46.86798
1851,296.44901_46.62359
1852,284.94098_46.56654
1853,290.98923_50.30806
1854,290.84714_37.86405
1856,293.51108_45.13659
1857,293.51108_45.13659
1858,296.55005_49.10232
1859,297.37509_46.66221
1860,287.52203_51.37586
1862,285.23245_48.80672
1863,292.29459_40.59179
1866,294.50977_40.72645
1867,298.77756_44.11994
1868,295.46658_46.0124
1869,288.77112_39.66798
1873,297.33945_46.34725
1874,294.47833_46.94586
1875,284.90302_43.95396
1877,284.05954_44.51822
1878,297.18564_46.8253
1879,299.07828_46.78616
1880,294.39105_44.76296
1881,296.18829_43.93685
1884,296.60141_44.32526
1885,293.98871_46.71802
1887,284.94098_46.56654
1888,294.35092_50.08109
1889,295.84653_49.93613
1890,283.92004_40.74013
1891,290.75183_49.9723
1892,281.05594_43.92374
1896,293.24487_45.29828
1897,295.62469_42.5459
1898,294.33847_50.33654
1899,294.33847_50.33654
1900,286.48364_46.75262
1901,292.29459_40.59179
1904,283.42911_47.59251
1905,288.66077_43.36808
1906,290.17618_46.69834
1907,295.46234_40.77697
1908,289.74277_50.78704
1909,286.22464_44.65447
1910,284.79694_45.09909
1911,292.86984_46.74186
1913,291.37408_40.26337
1914,295.62927_44.69062
1915,284.05954_44.51822
1916,297.90579_40.16286
1917,293.66885_46.37925
1918,297.40906_39.49029
1920,291.27899_47.68765
1921,293.50702_50.45012
1922,294.35654_38.94738
1923,296.9679_40.92677
1924,298.25812_47.60494
1925,285.92889_38.52098
1926,298.73523_40.76416
1927,285.18512_49.56537
1928,291.5321_50.6816
1929,293.62442_38.73248
1930,284.14609_40.27233
1931,293.12738_42.3201
1932,282.99973_40.55745
1934,289.85889_48.69385
1935,290.53607_40.70585
1936,284.58578_47.07953
1937,292.29459_40.59179
1938,285.86929_42.72809
1939,281.83533_44.15592
1941,290.99527_45.19221
1942,290.99527_45.19221
1943,291.20081_38.74785
1945,284.63519_40.71983
1946,297.46594_48.08933
1950,287.79819_45.65671
1951,287.79819_45.65671
1952,294.57623_38.45697
1953,284.05954_44.51822
1954,289.0787_39.04034
1955,285.86929_42.72809
1956,299.38159_45.59224
1957,299.16953_43.44109
1958,287.83847_43.15323
1959,285.29193_41.25569
1964,292.36026_42.39802
1966,286.75278_49.06491
1967,297.46362_48.18141
1968,284.6062_41.19638
1969,294.00946_42.88077
1970,283.1788_41.98992
1971,295.26068_40.76639
1972,291.39886_38.22861
1974,285.67377_45.63986
1975,301.72076_44.41206
1976,292.29459_40.59179
1977,298.25812_47.60494
1978,292.99469_43.18067
1981,291.17999_39.10508
1982,284.03293_42.16871
1983,287.40533_45.91801
1984,291.28632_49.24308
1985,286.50739_41.92213
1986,287.76083_40.74277
1987,284.05954_44.51822
1988,282.30121_46.5162
1989,287.80557_45.34055
1990,288.02969_40.34415
1991,286.71564_48.64528
1992,286.3443_37.41197
1993,292.84448_47.55042
1994,299.54865_41.24137
1995,285.7135_41.60588
1997,282.0174_44.38578
1998,289.18668_50.93756
1999,287.16486_39.37694
2000,290.74432_43.26078
2001,287.65741_48.98216
2002,294.53354_46.61827
2003,298.9917_40.14242
2005,284.74792_46.37362
2007,292.02341_48.22696
2008,286.28595_37.38706
2009,284.92184_45.9724
2010,290.40149_48.82259
2011,291.85318_45.11092
2012,290.68524_43.85964
2013,290.65125_41.2345
2015,296.1181_50.51659
2016,291.57898_44.53171
2019,290.30295_46.79081
2025,294.0704_38.1817
2027,283.40195_41.51633
2029,289.37704_40.00116
2030,287.13828_41.77771
2031,284.90573_43.94916
2032,296.75339_49.37811
2033,284.28259_46.99164
2034,294.6647_39.78383
2035,290.06293_39.92227
2036,285.82233_45.71189
2038,294.88965_49.37977
2039,294.22446_50.07559
2040,296.89484_44.37178
2041,298.59482_41.43594
2042,297.78647_45.41748
2043,287.70688_40.68524
2044,285.80322_44.87343
2047,296.45575_39.59859
2048,284.94098_46.56654
2049,288.41684_47.73109
2050,285.57434_49.96227
2052,291.2681_44.48819
2054,294.36609_49.91506
2055,293.6701_46.29567
2057,286.62576_37.5373
2058,287.79385_45.98024
2060,288.88123_44.95921
2061,297.22394_47.02516
2063,296.96017_47.96477
2064,293.50049_44.93246
2065,292.30743_46.62664
2066,292.12521_41.40781
2067,289.95651_47.02039
2068,298.75491_46.94159
2069,282.23969_43.24405
2070,284.42273_49.10622
2071,289.80298_47.25916
2072,290.6333_40.13699
2073,296.37692_50.62147
2074,287.06638_41.87491
2075,286.25165_42.37848
2076,297.58801_40.57798
2077,292.88528_41.27924
2078,294.78235_39.59652
2079,292.11517_49.25643
2080,298.95032_46.6928
2081,293.6394_44.98253
2082,282.25021_44.92111
2083,282.25021_44.92111
2084,289.7934_38.38508
2085,281.55936_42.52049
2086,288.75073_47.49092
2087,280.82339_42.63605
2088,289.6644_48.70621
2089,297.62936_41.63746
2090,290.37631_41.15074
2092,298.73611_46.49863
2093,298.73611_46.49863
2094,290.95615_49.3664
2096,290.63736_48.88313
2097,297.11057_39.70391
2098,291.25308_40.21667
2099,297.38028_39.94107
2100,288.41653_47.87873
2101,290.73154_39.92027
2103,285.19_46.02796
2104,286.92429_47.05374
2105,295.53534_39.40818
2106,292.4404_43.20943
2109,299.50174_40.6708
2110,299.50174_40.6708
2111,299.50174_40.6708
2112,288.43359_40.38088
2113,286.39862_45.34353
2114,286.39862_45.34353
2115,282.01251_46.4282
2116,291.38599_41.99027
2117,292.62637_44.02113
2118,295.86008_39.14084
2119,293.56635_42.13258
2120,294.76697_41.64468
2121,290.2471_38.33939
2122,288.96942_44.35901
2124,291.25018_49.23183
2125,296.54736_39.22254
2126,286.86526_41.79602
2128,290.94449_40.48004
2129,290.94449_40.48004
2130,292.49802_49.32901
2131,294.57697_38.26552
2134,297.82056_41.96693
2135,284.35446_40.72329
2136,285.79724_40.93618
2142,290.28503_40.68936
2143,290.08276_50.86348
2144,290.08276_50.86348
2145,294.52859_46.64097
2147,296.77283_50.18842
2148,294.29453_50.72537
2149,299.05725_44.0749
2152,289.64764_43.57918
2153,288.76697_46.39442
2154,289.39474_41.78235
2156,295.23151_44.1129
2157,294.52859_46.64097
2158,294.52859_46.64097
2159,293.20453_45.4354
2160,297.06961_40.52513
2161,293.20453_45.4354
2162,287.0863_46.94581
2163,292.47797_46.02283
2164,291.68573_39.42886
2166,299.65961_40.84385
2167,293.07806_38.35908
2168,292.23782_39.00507
2169,288.88663_44.83955
2170,285.75204_39.24921
2171,287.47852_38.22884
2172,292.33755_47.6642
2173,294.33646_44.91829
2175,292.87228_46.09888
2176,299.55634_40.4603
2177,291.18497_40.31121
2178,285.01721_42.08538
2179,292.08746_49.78876
2180,286.33835_48.7441
2182,298.85361_40.13109
2183,295.15051_46.7723
2184,295.15051_46.7723
2185,291.34998_45.17227
2186,296.29355_43.40327
2187,298.03931_39.90194
2188,296.26456_39.40596
2190,293.07834_42.27704
2191,288.95551_44.7057
2192,291.25018_49.23183
2197,288.10086_50.03372
2198,287.34573_43.37839
2199,293.60873_42.19768
2200,299.07883_40.83229
2202,299.16049_41.14373
2203,290.20163_48.18582
2204,290.20163_48.18582
2205,296.88654_42.65508
2206,291.89893_41.74449
2207,294.47125_40.27876
2208,283.45319_45.08414
2211,292.42749_38.47291
2212,299.50751_40.47743
2213,299.06491_41.5083
2214,299.62952_47.47981
2215,297.98141_39.90016
2216,286.25443_41.02187
2217,294.86688_46.79056
2220,291.38599_41.99027
2221,282.49222_43.98021
2223,293.79358_40.24093
2224,289.19547_46.6517
2225,291.30753_44.45762
2227,297.19928_41.22643
2228,292.11945_44.65793
2229,289.06485_50.46097
2230,284.67538_44.41777
2231,295.33014_39.16254
2232,289.92145_46.74456
2233,289.92145_46.74456
2234,285.91943_38.87182
2235,293.73282_41.90083
2237,292.5448_47.37191
2238,292.5448_47.37191
2239,293.72894_41.70121
2241,297.37332_40.3664
2242,293.25812_46.30573
2243,298.76404_48.64492
2245,292.97125_41.03577
2246,292.97125_41.03577
2248,292.38855_42.23326
2249,288.10086_50.03372
2250,289.55301_41.29785
2251,281.04916_43.3226
2253,281.64774_48.27105
2254,291.24518_37.75906
2255,297.86011_46.38626
2256,283.74142_49.06798
2257,290.99536_43.24394
2259,282.49222_43.98021
2260,296.58734_50.49076
2261,291.85898_41.72849
2262,296.74643_43.04544
2263,284.54184_48.96128
2264,295.8941_42.38045
2265,295.8941_42.38045
2266,290.14175_37.74137
2267,294.25339_42.06238
2268,298.03104_42.05248
2269,290.57672_39.95689
2270,289.95581_38.46363
2271,293.60394_39.3886
2272,293.73282_41.90083
2273,291.5481_50.35331
2275,288.84711_47.02291
2276,285.33636_46.31237
2277,288.11606_42.44042
2279,291.74017_38.01491
2280,284.6232_39.18241
2281,300.08737_46.2007
2282,293.29837_43.55587
2283,292.61511_42.76425
2284,284.36902_40.71849
2285,281.2738_47.7744
2286,291.02859_43.91367
2287,293.52756_41.11144
2288,289.31149_51.32086
2289,292.77954_47.4521
2290,293.09113_38.3521
2291,293.07663_46.21801
2292,289.84772_44.18578
2293,286.17053_43.00891
2294,298.55576_41.03406
2295,287.53577_48.72779
2296,285.31125_47.84856
2297,292.61511_42.76425
2298,291.38599_41.99027
2299,291.77182_41.09807
2300,294.23764_45.1971
2301,293.93347_40.59074
2303,284.83841_42.07043
2306,291.00287_44.89945
2307,289.53882_41.89282
2308,289.36441_41.53323
2309,285.19_46.02796
2310,300.34406_45.62322
2311,282.31351_46.4194
2312,299.93927_45.83321
2314,295.37738_39.04803
2315,300.66025_45.85352
2316,297.94476_42.19188
2318,291.46866_40.34385
2319,291.46866_40.34385
2320,291.46866_40.34385
2321,287.00909_46.7961
2322,285.68408_38.26282
2323,295.32401_40.90219
2324,284.04233_41.69914
2327,287.82639_40.6966
2328,296.99655_49.25642
2329,290.47311_37.9062
2330,293.6076_42.059
2331,285.31125_47.84856
2332,296.21518_39.52705
2333,295.82144_46.05303
2334,295.82144_46.05303
2336,283.74582_48.37343
2337,291.57422_38.65595
2338,296.23282_42.47279
2339,288.15671_41.87797
2340,295.15219_49.5876
2343,285.19_46.02796
2344,285.06491_41.55487
2345,297.58987_40.60194
2346,287.69272_46.36693
2347,282.63138_46.48111
2349,298.83588_40.29314
2350,291.61188_42.11597
2351,299.59561_40.62282
2352,286.3718_43.69192
2353,295.77368_43.67195
2356,290.49512_38.79548
2357,290.49512_38.79548
2358,295.6088_38.73574
2359,293.67532_41.29536
2360,287.08997_41.37388
2361,289.1702_50.62762
2362,289.21481_50.65092
2363,296.93594_44.16104
2364,289.88065_51.27708
2365,290.99692_37.19922
2366,290.27777_37.78933
2367,291.534_38.81626
2368,282.69995_45.42577
2369,290.51019_38.74354
2371,300.93738_45.49007
2372,300.93738_45.49007
2373,291.16437_45.31829
2375,297.354_41.30005
2376,299.31955_41.38464
2378,283.25549_48.35523
2379,297.48691_49.62345
2380,284.47217_39.91181
2381,290.85458_42.08692
2382,281.91568_42.77551
2383,289.32925_42.65581
2384,286.36157_42.96392
2385,292.18011_49.20248
2386,288.45065_40.24533
2387,292.73764_42.01483
2389,297.42636_43.8165
2390,290.99167_40.22932
2393,293.92972_41.60287
2394,288.82303_42.54273
2395,288.9256_42.53151
2396,296.46732_42.59878
2397,281.91568_42.77551
